chrom	start	end	GC
chr1	18500000	18600000	0.41999
chr1	18600000	18700000	0.46158
chr1	18700000	18800000	0.49
chr1	18800000	18900000	0.44449
chr1	18900000	19000000	0.4727
chr1	19000000	19100000	0.42788
chr1	19100000	19200000	0.42146
chr1	19200000	19300000	0.43969
chr1	19300000	19400000	0.41601
chr1	19400000	19500000	0.44303
chr1	19500000	19600000	0.41436
chr1	19600000	19700000	0.46041
chr1	19700000	19800000	0.43188
chr1	19800000	19900000	0.45113
chr1	19900000	20000000	0.45569
chr1	20000000	20100000	0.45661
chr1	20100000	20200000	0.44479
chr1	20200000	20300000	0.4434
chr1	20300000	20400000	0.4501
chr1	20400000	20500000	0.50149
chr1	20500000	20600000	0.46559
chr1	20600000	20700000	0.39628
chr1	20700000	20800000	0.38632
chr1	20800000	20900000	0.37718
chr1	20900000	21000000	0.3832
chr1	21000000	21100000	0.36857
chr1	21100000	21200000	0.38943
chr1	21200000	21300000	0.37305
chr1	21300000	21400000	0.37518
chr1	21400000	21500000	0.37445
chr1	21500000	21600000	0.37508
chr1	21600000	21700000	0.37206
chr1	21700000	21800000	0.35926
chr1	21800000	21900000	0.38061
chr1	21900000	22000000	0.37774
chr1	22000000	22100000	0.37023
chr1	22100000	22200000	0.41001
chr1	22200000	22300000	0.42412
chr1	22300000	22400000	0.42723
chr1	22400000	22500000	0.41279
chr1	22500000	22600000	0.4217
chr1	22600000	22700000	0.39687
chr1	22700000	22800000	0.4105
chr1	22800000	22900000	0.42317
chr1	22900000	23000000	0.42794
chr1	23000000	23100000	0.44926
chr1	23100000	23200000	0.42039
chr1	23200000	23300000	0.42314
chr1	23300000	23400000	0.42252
chr1	23400000	23500000	0.39939
chr1	23500000	23600000	0.44659
chr1	23600000	23700000	0.4194
chr1	23700000	23800000	0.44958
chr1	23800000	23900000	0.43257
chr1	23900000	24000000	0.39922
chr1	24000000	24100000	0.39779
chr1	24100000	24200000	0.37784
chr1	24200000	24300000	0.37614
chr1	24300000	24400000	0.4061
chr1	24400000	24500000	0.41669
chr1	24500000	24600000	0.40374
chr1	24600000	24700000	0.43981
chr1	24700000	24800000	0.41827
chr1	24800000	24900000	0.37857
chr1	24900000	25000000	0.40824
chr1	25000000	25100000	0.45366
chr1	25100000	25200000	0.44881
chr1	25200000	25300000	0.44902
chr1	25300000	25400000	0.42597
chr1	25400000	25500000	0.39293
chr1	25500000	25600000	0.35426
chr1	25600000	25700000	0.4413
chr1	25700000	25800000	0.41661
chr1	25800000	25900000	0.41834
chr1	25900000	26000000	0.42848
chr1	26000000	26100000	0.39087
chr1	26100000	26200000	0.39427
chr1	26200000	26300000	0.41236
chr1	26300000	26400000	0.38261
chr1	26400000	26500000	0.38697
chr1	26500000	26600000	0.40826
chr1	26600000	26700000	0.41382
chr1	26700000	26800000	0.36878
chr1	26800000	26900000	0.35561
chr1	26900000	27000000	0.37617
chr1	27000000	27100000	0.38239
chr1	27100000	27200000	0.40232
chr1	27200000	27300000	0.39497
chr1	27300000	27400000	0.3832
chr1	27400000	27500000	0.36209
chr1	27500000	27600000	0.3478
chr1	27600000	27700000	0.38082
chr1	27700000	27800000	0.37944
chr1	27800000	27900000	0.38441
chr1	27900000	28000000	0.36903
chr1	28000000	28100000	0.37708
chr1	28100000	28200000	0.39614
chr1	28200000	28300000	0.37896
chr1	28300000	28400000	0.38088
chr1	28400000	28500000	0.36514
chr1	28500000	28600000	0.38116
chr1	28600000	28700000	0.38278
chr1	28700000	28800000	0.39911
chr1	28800000	28900000	0.41166
chr1	28900000	29000000	0.41957
chr1	29000000	29100000	0.39021
chr1	29100000	29200000	0.42737
chr1	29200000	29300000	0.4
chr1	29300000	29400000	0.3953
chr1	29400000	29500000	0.38013
chr1	29500000	29600000	0.37776
chr1	29600000	29700000	0.37043
chr1	29700000	29800000	0.36809
chr1	29800000	29900000	0.36096
chr1	29900000	30000000	0.40658
chr1	30000000	30100000	0.36672
chr1	30100000	30200000	0.40131
chr1	30200000	30300000	0.3855
chr1	30300000	30400000	0.38217
chr1	30400000	30500000	0.37745
chr1	30500000	30600000	0.37866
chr1	30600000	30700000	0.39754
chr1	30700000	30800000	0.38458
chr1	30800000	30900000	0.40641
chr1	30900000	31000000	0.40535
chr1	31000000	31100000	0.39515
chr1	31100000	31200000	0.39285
chr1	31200000	31300000	0.38856
chr1	31300000	31400000	0.41153
chr1	31400000	31500000	0.39815
chr1	31500000	31600000	0.41115
chr1	31600000	31700000	0.39895
chr1	31700000	31800000	0.36144
chr1	31800000	31900000	0.3591
chr1	31900000	32000000	0.35604
chr1	32000000	32100000	0.3681
chr1	32100000	32200000	0.37607
chr1	32200000	32300000	0.39704
chr1	32300000	32400000	0.40368
chr1	32400000	32500000	0.39861
chr1	32500000	32600000	0.43058
chr1	32600000	32700000	0.44115
chr1	32700000	32800000	0.40867
chr1	32800000	32900000	0.43835
chr1	32900000	33000000	0.43233
chr1	33000000	33100000	0.42864
chr1	33100000	33200000	0.44991
chr1	33200000	33300000	0.42463
chr1	33300000	33400000	0.44555
chr1	33400000	33500000	0.35634
chr1	33500000	33600000	0.35827
chr1	33600000	33700000	0.37914
chr1	33700000	33800000	0.38056
chr1	33800000	33900000	0.38553
chr1	33900000	34000000	0.40717
chr1	34000000	34100000	0.38155
chr1	34100000	34200000	0.38568
chr1	34200000	34300000	0.40401
chr1	34300000	34400000	0.42816
chr1	34400000	34500000	0.4232
chr1	34500000	34600000	0.40313
chr1	34600000	34700000	0.41111
chr1	34700000	34800000	0.42475
chr1	34800000	34900000	0.40188
chr1	34900000	35000000	0.37894
chr1	35000000	35100000	0.39586
chr1	35100000	35200000	0.38895
chr1	35200000	35300000	0.43145
chr1	35300000	35400000	0.42405
chr1	35400000	35500000	0.42282
chr1	35500000	35600000	0.39282
chr1	35600000	35700000	0.37271
chr1	35700000	35800000	0.36691
chr1	35800000	35900000	0.36277
chr1	35900000	36000000	0.47371
chr1	36000000	36100000	0.4318
chr1	36100000	36200000	0.39408
chr1	36200000	36300000	0.35951
chr1	36300000	36400000	0.41156
chr1	36400000	36500000	0.4466
chr1	36500000	36600000	0.4153
chr1	36600000	36700000	0.42288
chr1	36700000	36800000	0.40254
chr1	36800000	36900000	0.40419
chr1	36900000	37000000	0.40613
chr1	37000000	37100000	0.36859
chr1	37100000	37200000	0.4286
chr1	37200000	37300000	0.44024
chr1	37300000	37400000	0.39162
chr1	37400000	37500000	0.36103
chr1	37500000	37600000	0.45437
chr1	37600000	37700000	0.50237
chr1	37700000	37800000	0.36844
chr1	37800000	37900000	0.37225
chr1	37900000	38000000	0.43199
chr1	38000000	38100000	0.39539
chr1	38100000	38200000	0.36412
chr1	38200000	38300000	0.3666
chr1	38300000	38400000	0.49719
chr1	38400000	38500000	0.4299
chr1	38500000	38600000	0.48122
chr1	38600000	38700000	0.45448
chr1	38700000	38800000	0.43101
chr1	38800000	38900000	0.44384
chr1	38900000	39000000	0.43419
chr1	39000000	39100000	0.42641
chr1	39100000	39200000	0.44159
chr1	39200000	39300000	0.40158
chr1	39300000	39400000	0.39776
chr1	39400000	39500000	0.40467
chr1	39500000	39600000	0.43558
chr1	39600000	39700000	0.40929
chr1	39700000	39800000	0.43719
chr1	39800000	39900000	0.43494
chr1	39900000	40000000	0.40347
chr1	40000000	40100000	0.43136
chr1	40100000	40200000	0.43633
chr1	40200000	40300000	0.41051
chr1	40300000	40400000	0.38607
chr1	40400000	40500000	0.40888
chr1	40500000	40600000	0.40115
chr1	40600000	40700000	0.42745
chr1	40700000	40800000	0.45581
chr1	40800000	40900000	0.42447
chr1	40900000	41000000	0.3882
chr1	41000000	41100000	0.42669
chr1	41100000	41200000	0.39893
chr1	41200000	41300000	0.39389
chr1	41300000	41400000	0.40877
chr1	41400000	41500000	0.40008
chr1	41500000	41600000	0.39304
chr1	41600000	41700000	0.41125
chr1	41700000	41800000	0.39921
chr1	41800000	41900000	0.40499
chr1	41900000	42000000	0.40433
chr1	42000000	42100000	0.40076
chr1	42100000	42200000	0.40376
chr1	42200000	42300000	0.39594
chr1	42300000	42400000	0.39514
chr1	42400000	42500000	0.39571
chr1	42500000	42600000	0.38347
chr1	42600000	42700000	0.3752
chr1	42700000	42800000	0.37823
chr1	42800000	42900000	0.39579
chr1	42900000	43000000	0.38583
chr1	43000000	43100000	0.38798
chr1	43100000	43200000	0.37936
chr1	43200000	43300000	0.36131
chr1	43300000	43400000	0.35949
chr1	43400000	43500000	0.35831
chr1	43500000	43600000	0.35755
chr1	43600000	43700000	0.38684
chr1	43700000	43800000	0.35756
chr1	43800000	43900000	0.35186
chr1	43900000	44000000	0.37754
chr1	44000000	44100000	0.38303
chr1	44100000	44200000	0.36839
chr1	44200000	44300000	0.35868
chr1	44300000	44400000	0.35735
chr1	44400000	44500000	0.35912
chr1	44500000	44600000	0.35839
chr1	44600000	44700000	0.35809
chr1	44700000	44800000	0.34684
chr1	44800000	44900000	0.36634
chr1	44900000	45000000	0.35732
chr1	45000000	45100000	0.36819
chr1	45100000	45200000	0.35815
chr1	45200000	45300000	0.35499
chr1	45300000	45400000	0.34224
chr1	45400000	45500000	0.34843
chr1	45500000	45600000	0.35824
chr1	45600000	45700000	0.34072
chr1	45700000	45800000	0.35372
chr1	45800000	45900000	0.33912
chr1	45900000	46000000	0.34868
chr1	46000000	46100000	0.33807
chr1	46100000	46200000	0.34908
chr1	46200000	46300000	0.34291
chr1	46300000	46400000	0.33644
chr1	46400000	46500000	0.32211
chr1	46500000	46600000	0.34252
chr1	46600000	46700000	0.34388
chr1	46700000	46800000	0.339
chr1	46800000	46900000	0.33235
chr1	46900000	47000000	0.33435
chr1	47000000	47100000	0.33149
chr1	47100000	47200000	0.34995
chr1	47200000	47300000	0.35382
chr1	47300000	47400000	0.33445
chr1	47400000	47500000	0.34224
chr1	47500000	47600000	0.33597
chr1	47600000	47700000	0.3471
chr1	47700000	47800000	0.3254
chr1	47800000	47900000	0.34363
chr1	47900000	48000000	0.32745
chr1	48000000	48100000	0.34062
chr1	48100000	48200000	0.34696
chr1	48200000	48300000	0.34059
chr1	48300000	48400000	0.35333
chr1	48400000	48500000	0.34001
chr1	48500000	48600000	0.33272
chr1	48600000	48700000	0.33494
chr1	48700000	48800000	0.34332
chr1	48800000	48900000	0.33895
chr1	48900000	49000000	0.33898
chr1	49000000	49100000	0.34243
chr1	49100000	49200000	0.34823
chr1	49200000	49300000	0.35049
chr1	49300000	49400000	0.35762
chr1	49400000	49500000	0.34634
chr1	49500000	49600000	0.33565
chr1	49600000	49700000	0.36025
chr1	49700000	49800000	0.35093
chr1	49800000	49900000	0.33707
chr1	49900000	50000000	0.35279
chr1	50000000	50100000	0.36875
chr1	50100000	50200000	0.3639
chr1	50200000	50300000	0.37362
chr1	50300000	50400000	0.38145
chr1	50400000	50500000	0.38611
chr1	50500000	50600000	0.37821
chr1	50600000	50700000	0.37208
chr1	50700000	50800000	0.36004
chr1	50800000	50900000	0.37414
chr1	50900000	51000000	0.37757
chr1	51000000	51100000	0.37323
chr1	51100000	51200000	0.36147
chr1	51200000	51300000	0.35695
chr1	51300000	51400000	0.35931
chr1	51400000	51500000	0.35878
chr1	51500000	51600000	0.34969
chr1	51600000	51700000	0.34292
chr1	51700000	51800000	0.34004
chr1	51800000	51900000	0.34477
chr1	51900000	52000000	0.35939
chr1	52000000	52100000	0.34448
chr1	52100000	52200000	0.34393
chr1	52200000	52300000	0.33059
chr1	52300000	52400000	0.3419
chr1	52400000	52500000	0.33787
chr1	52500000	52600000	0.35496
chr1	52600000	52700000	0.33346
chr1	52700000	52800000	0.34251
chr1	52800000	52900000	0.33993
chr1	52900000	53000000	0.32762
chr1	53000000	53100000	0.34458
chr1	53100000	53200000	0.34525
chr1	53200000	53300000	0.3356
chr1	53300000	53400000	0.34915
chr1	53400000	53500000	0.34517
chr1	53500000	53600000	0.35446
chr1	53600000	53700000	0.34473
chr1	53700000	53800000	0.36595
chr1	53800000	53900000	0.34785
chr1	53900000	54000000	0.33938
chr1	54000000	54100000	0.33466
chr1	54100000	54200000	0.34723
chr1	54200000	54300000	0.35712
chr1	54300000	54400000	0.3628
chr1	54400000	54500000	0.35043
chr1	54500000	54600000	0.35595
chr1	54600000	54700000	0.36598
chr1	54700000	54800000	0.34428
chr1	54800000	54900000	0.36425
chr1	54900000	55000000	0.35992
chr1	55000000	55100000	0.37306
chr1	55100000	55200000	0.34877
chr1	55200000	55300000	0.33372
chr1	55300000	55400000	0.35389
chr1	55400000	55500000	0.3883
chr1	55500000	55600000	0.40299
chr1	55600000	55700000	0.38109
chr1	55700000	55800000	0.37185
chr1	55800000	55900000	0.34882
chr1	55900000	56000000	0.3568
chr1	56000000	56100000	0.36325
chr1	56100000	56200000	0.36596
chr1	56200000	56300000	0.35794
chr1	56300000	56400000	0.3523
chr1	56400000	56500000	0.37203
chr1	56500000	56600000	0.34233
chr1	56600000	56700000	0.35129
chr1	56700000	56800000	0.35895
chr1	56800000	56900000	0.36216
chr1	56900000	57000000	0.36761
chr1	57000000	57100000	0.35454
chr1	57100000	57200000	0.36447
chr1	57200000	57300000	0.37231
chr1	57300000	57400000	0.36652
chr1	57400000	57500000	0.37077
chr1	57500000	57600000	0.40615
chr1	57600000	57700000	0.44023
chr1	57700000	57800000	0.39432
chr1	57800000	57900000	0.41037
chr1	57900000	58000000	0.4276
chr1	58000000	58100000	0.40562
chr1	58100000	58200000	0.42649
chr1	58200000	58300000	0.38999
chr1	58300000	58400000	0.4085
chr1	58400000	58500000	0.38011
chr1	58500000	58600000	0.46403
chr1	58600000	58700000	0.52546
chr1	58700000	58800000	0.51853
chr1	58800000	58900000	0.47657
chr1	58900000	59000000	0.50704
chr1	59000000	59100000	0.52091
chr1	59100000	59200000	0.48875
chr1	59200000	59300000	0.48723
chr1	59300000	59400000	0.49635
chr1	59400000	59500000	0.43361
chr1	59500000	59600000	0.47031
chr1	59600000	59700000	0.47328
chr1	59700000	59800000	0.49915
chr1	59800000	59900000	0.53555
chr1	59900000	60000000	0.47574
chr1	60000000	60100000	0.39722
chr1	60100000	60200000	0.38523
chr1	60200000	60300000	0.45817
chr1	60300000	60400000	0.48277
chr1	60400000	60500000	0.43528
chr1	60500000	60600000	0.45198
chr1	60600000	60700000	0.43532
chr1	60700000	60800000	0.47223
chr1	60800000	60900000	0.48634
chr1	60900000	61000000	0.4629
chr1	61000000	61100000	0.48453
chr1	61100000	61200000	0.4478
chr1	61200000	61300000	0.4941
chr1	61300000	61400000	0.47931
chr1	61400000	61500000	0.46689
chr1	61500000	61600000	0.42622
chr1	61600000	61700000	0.42739
chr1	61700000	61800000	0.44178
chr1	61800000	61900000	0.51108
chr1	61900000	62000000	0.48751
chr1	62000000	62100000	0.48524
chr1	62100000	62200000	0.46507
chr1	62200000	62300000	0.4619
chr1	62300000	62400000	0.47653
chr1	62400000	62500000	0.47252
chr1	62500000	62600000	0.45193
chr1	62600000	62700000	0.45381
chr1	62700000	62800000	0.50738
chr1	62800000	62900000	0.46883
chr1	62900000	63000000	0.4423
chr1	63000000	63100000	0.51148
chr1	63100000	63200000	0.46032
chr1	63200000	63300000	0.52791
chr1	63300000	63400000	0.46105
chr1	63400000	63500000	0.4599
chr1	63500000	63600000	0.45653
chr1	63600000	63700000	0.44413
chr1	63700000	63800000	0.4816
chr1	63800000	63900000	0.44311
chr1	63900000	64000000	0.42016
chr1	64000000	64100000	0.41334
chr1	64100000	64200000	0.42852
chr1	64200000	64300000	0.50064
chr1	64300000	64400000	0.45414
chr1	64400000	64500000	0.47612
chr1	64500000	64600000	0.44201
chr1	64600000	64700000	0.44898
chr1	64700000	64800000	0.44078
chr1	64800000	64900000	0.40801
chr1	64900000	65000000	0.38
chr1	65000000	65100000	0.38341
chr1	65100000	65200000	0.37758
chr1	65200000	65300000	0.39509
chr1	65300000	65400000	0.39575
chr1	65400000	65500000	0.40416
chr1	65500000	65600000	0.43966
chr1	65600000	65700000	0.4283
chr1	65700000	65800000	0.46648
chr1	65800000	65900000	0.46908
chr1	65900000	66000000	0.47812
chr1	66000000	66100000	0.42175
chr1	66100000	66200000	0.41007
chr1	66200000	66300000	0.40321
chr1	66300000	66400000	0.41194
chr1	66400000	66500000	0.388
chr1	66500000	66600000	0.41197
chr1	66600000	66700000	0.39074
chr1	66700000	66800000	0.39827
chr1	66800000	66900000	0.39828
chr1	66900000	67000000	0.40795
chr1	67000000	67100000	0.40284
chr1	67100000	67200000	0.42591
chr1	67200000	67300000	0.42356
chr1	67300000	67400000	0.47227
chr1	67400000	67500000	0.4223
chr1	67500000	67600000	0.43864
chr1	67600000	67700000	0.40608
chr1	67700000	67800000	0.3595
chr1	67800000	67900000	0.36443
chr1	67900000	68000000	0.4064
chr1	68000000	68100000	0.4323
chr1	68100000	68200000	0.42265
chr1	68200000	68300000	0.42487
chr1	68300000	68400000	0.42077
chr1	68400000	68500000	0.45328
chr1	68500000	68600000	0.40945
chr1	68600000	68700000	0.40148
chr1	68700000	68800000	0.39141
chr1	68800000	68900000	0.40778
chr1	68900000	69000000	0.42264
chr1	69000000	69100000	0.40538
chr1	69100000	69200000	0.39121
chr1	69200000	69300000	0.48143
chr1	69300000	69400000	0.46157
chr1	69400000	69500000	0.43531
chr1	69500000	69600000	0.39384
chr1	69600000	69700000	0.42515
chr1	69700000	69800000	0.37948
chr1	69800000	69900000	0.4186
chr1	69900000	70000000	0.44284
chr1	70000000	70100000	0.38912
chr1	70100000	70200000	0.46142
chr1	70200000	70300000	0.45949
chr1	70300000	70400000	0.44676
chr1	70400000	70500000	0.42139
chr1	70500000	70600000	0.4202
chr1	70600000	70700000	0.45092
chr1	70700000	70800000	0.39621
chr1	70800000	70900000	0.3687
chr1	70900000	71000000	0.37518
chr1	71000000	71100000	0.43967
chr1	71100000	71200000	0.4127
chr1	71200000	71300000	0.418
chr1	71300000	71400000	0.41419
chr1	71400000	71500000	0.41561
chr1	71500000	71600000	0.41332
chr1	71600000	71700000	0.41091
chr1	71700000	71800000	0.40176
chr1	71800000	71900000	0.40523
chr1	71900000	72000000	0.41081
chr1	72000000	72100000	0.43014
chr1	72100000	72200000	0.4047
chr1	72200000	72300000	0.41281
chr1	72300000	72400000	0.39686
chr1	72400000	72500000	0.38361
chr1	72500000	72600000	0.37829
chr1	72600000	72700000	0.38305
chr1	72700000	72800000	0.37548
chr1	72800000	72900000	0.3651
chr1	72900000	73000000	0.37153
chr1	73000000	73100000	0.36409
chr1	73100000	73200000	0.36682
chr1	73200000	73300000	0.36958
chr1	73300000	73400000	0.37706
chr1	73400000	73500000	0.38065
chr1	73500000	73600000	0.36288
chr1	73600000	73700000	0.35423
chr1	73700000	73800000	0.36299
chr1	73800000	73900000	0.35221
chr1	73900000	74000000	0.36398
chr1	74000000	74100000	0.35219
chr1	74100000	74200000	0.36168
chr1	74200000	74300000	0.35967
chr1	74300000	74400000	0.37156
chr1	74400000	74500000	0.36915
chr1	74500000	74600000	0.37954
chr1	74600000	74700000	0.39272
chr1	74700000	74800000	0.39276
chr1	74800000	74900000	0.39701
chr1	74900000	75000000	0.38134
chr1	75000000	75100000	0.38118
chr1	75100000	75200000	0.38771
chr1	75200000	75300000	0.36257
chr1	75300000	75400000	0.35883
chr1	75400000	75500000	0.35565
chr1	75500000	75600000	0.35306
chr1	75600000	75700000	0.3945
chr1	75700000	75800000	0.37638
chr1	75800000	75900000	0.37495
chr1	75900000	76000000	0.3693
chr1	76000000	76100000	0.39454
chr1	76100000	76200000	0.40601
chr1	76200000	76300000	0.39877
chr1	76300000	76400000	0.37998
chr1	76400000	76500000	0.38915
chr1	76500000	76600000	0.37119
chr1	76600000	76700000	0.37752
chr1	76700000	76800000	0.36312
chr1	76800000	76900000	0.35931
chr1	76900000	77000000	0.35968
chr1	77000000	77100000	0.37751
chr1	77100000	77200000	0.38265
chr1	77200000	77300000	0.38004
chr1	77300000	77400000	0.38693
chr1	77400000	77500000	0.39148
chr1	77500000	77600000	0.40256
chr1	77600000	77700000	0.3938
chr1	77700000	77800000	0.3844
chr1	77800000	77900000	0.41048
chr1	77900000	78000000	0.38288
chr1	78000000	78100000	0.38446
chr1	78100000	78200000	0.42077
chr1	78200000	78300000	0.40159
chr1	78300000	78400000	0.39115
chr1	78400000	78500000	0.36902
chr1	78500000	78600000	0.44019
chr1	78600000	78700000	0.41935
chr1	78700000	78800000	0.42504
chr1	78800000	78900000	0.39917
chr1	78900000	79000000	0.37878
chr1	79000000	79100000	0.38624
chr1	79100000	79200000	0.38355
chr1	79200000	79300000	0.38477
chr1	79300000	79400000	0.38491
chr1	79400000	79500000	0.38404
chr1	79500000	79600000	0.38008
chr1	79600000	79700000	0.41114
chr1	79700000	79800000	0.40475
chr1	79800000	79900000	0.394
chr1	79900000	80000000	0.40695
chr1	80000000	80100000	0.39544
chr1	80100000	80200000	0.39344
chr1	80200000	80300000	0.40726
chr1	80300000	80400000	0.42776
chr1	80400000	80500000	0.38346
chr1	80500000	80600000	0.37919
chr1	80600000	80700000	0.39675
chr1	80700000	80800000	0.37114
chr1	80800000	80900000	0.3975
chr1	80900000	81000000	0.46622
chr1	81000000	81100000	0.45705
chr1	81100000	81200000	0.43967
chr1	81200000	81300000	0.42999
chr1	81300000	81400000	0.45946
chr1	81400000	81500000	0.46198
chr1	81500000	81600000	0.47098
chr1	81600000	81700000	0.40681
chr1	81700000	81800000	0.42344
chr1	81800000	81900000	0.45041
chr1	81900000	82000000	0.41767
chr1	82000000	82100000	0.40377
chr1	82100000	82200000	0.43189
chr1	82200000	82300000	0.42672
