chrom	start	end	GC
chr1	6050000	6100000	0.4223
chr1	6100000	6150000	0.43522
chr1	6150000	6200000	0.43626
chr1	6200000	6250000	0.419
chr1	6250000	6300000	0.40022
chr1	6300000	6350000	0.38364
chr1	6350000	6400000	0.40232
chr1	6400000	6450000	0.39774
chr1	6450000	6500000	0.4036
chr1	6500000	6550000	0.40298
chr1	6550000	6600000	0.41016
chr1	6600000	6650000	0.409
chr1	6650000	6700000	0.41084
chr1	6700000	6750000	0.38686
chr1	6750000	6800000	0.40504
chr1	6800000	6850000	0.39678
chr1	6850000	6900000	0.4188
chr1	6900000	6950000	0.4031
chr1	6950000	7000000	0.421
chr1	7000000	7050000	0.41848
chr1	7050000	7100000	0.46638
chr1	7100000	7150000	0.46546
chr1	7150000	7200000	0.44346
chr1	7200000	7250000	0.39428
chr1	7250000	7300000	0.39282
chr1	7300000	7350000	0.3863
chr1	7350000	7400000	0.39942
chr1	7400000	7450000	0.38726
chr1	7450000	7500000	0.40396
chr1	7500000	7550000	0.39018
chr1	7550000	7600000	0.36832
chr1	7600000	7650000	0.3898
chr1	7650000	7700000	0.41172
chr1	7700000	7750000	0.40598
chr1	7750000	7800000	0.38486
chr1	7800000	7850000	0.39832
chr1	7850000	7900000	0.40546
chr1	7900000	7950000	0.38662
chr1	7950000	8000000	0.40152
chr1	8000000	8050000	0.40244
chr1	8050000	8100000	0.40222
chr1	8100000	8150000	0.38584
chr1	8150000	8200000	0.37746
chr1	8200000	8250000	0.38288
chr1	8250000	8300000	0.39466
chr1	8300000	8350000	0.40668
chr1	8350000	8400000	0.4139
chr1	8400000	8450000	0.42746
chr1	8450000	8500000	0.42264
chr1	8500000	8550000	0.4022
chr1	8550000	8600000	0.4054
chr1	8600000	8650000	0.40752
chr1	8650000	8700000	0.38258
chr1	8700000	8750000	0.38022
chr1	8750000	8800000	0.37744
chr1	8800000	8850000	0.38166
chr1	8850000	8900000	0.3925
chr1	8900000	8950000	0.3962
chr1	8950000	9000000	0.4223
chr1	9000000	9050000	0.42322
chr1	9050000	9100000	0.40396
chr1	9100000	9150000	0.40668
chr1	9150000	9200000	0.40912
chr1	9200000	9250000	0.41658
chr1	9250000	9300000	0.40098
chr1	9300000	9350000	0.39438
chr1	9350000	9400000	0.37644
chr1	9400000	9450000	0.38222
chr1	9450000	9500000	0.38464
chr1	9500000	9550000	0.37558
chr1	9550000	9600000	0.37936
chr1	9600000	9650000	0.3828
chr1	9650000	9700000	0.39236
chr1	9700000	9750000	0.39016
chr1	9750000	9800000	0.37678
chr1	9800000	9850000	0.37822
chr1	9850000	9900000	0.37228
chr1	9900000	9950000	0.3609
chr1	9950000	10000000	0.3699
chr1	10000000	10050000	0.35588
chr1	10050000	10100000	0.3589
chr1	10100000	10150000	0.35746
chr1	10150000	10200000	0.35948
chr1	10200000	10250000	0.35998
chr1	10250000	10300000	0.36024
chr1	10300000	10350000	0.3685
chr1	10350000	10400000	0.34114
chr1	10400000	10450000	0.33536
chr1	10450000	10500000	0.38076
chr1	10500000	10550000	0.37578
chr1	10550000	10600000	0.35814
chr1	10600000	10650000	0.36312
chr1	10650000	10700000	0.37856
chr1	10700000	10750000	0.37494
chr1	10750000	10800000	0.39054
chr1	10800000	10850000	0.3774
chr1	10850000	10900000	0.39328
chr1	10900000	10950000	0.37704
chr1	10950000	11000000	0.39458
chr1	11000000	11050000	0.38648
chr1	11050000	11100000	0.37846
chr1	11100000	11150000	0.38772
chr1	11150000	11200000	0.4061
chr1	11200000	11250000	0.42346
chr1	11250000	11300000	0.3982
chr1	11300000	11350000	0.3749
chr1	11350000	11400000	0.36268
chr1	11400000	11450000	0.36568
chr1	11450000	11500000	0.37872
chr1	11500000	11550000	0.38632
chr1	11550000	11600000	0.38856
chr1	11600000	11650000	0.37952
chr1	11650000	11700000	0.3551
chr1	11700000	11750000	0.36568
chr1	11750000	11800000	0.3668
chr1	11800000	11850000	0.38444
chr1	11850000	11900000	0.40952
chr1	11900000	11950000	0.3984
chr1	11950000	12000000	0.4317
chr1	12000000	12050000	0.42578
chr1	12050000	12100000	0.42662
chr1	12100000	12150000	0.44688
chr1	12150000	12200000	0.42988
chr1	12200000	12250000	0.4031
chr1	12250000	12300000	0.40526
chr1	12300000	12350000	0.42914
chr1	12350000	12400000	0.4285
chr1	12400000	12450000	0.42648
chr1	12450000	12500000	0.38792
chr1	12500000	12550000	0.40538
chr1	12550000	12600000	0.4505
chr1	12600000	12650000	0.4476
chr1	12650000	12700000	0.44148
chr1	12700000	12750000	0.42556
chr1	12750000	12800000	0.41606
chr1	12800000	12850000	0.36322
chr1	12850000	12900000	0.4402
chr1	12900000	12950000	0.48888
chr1	12950000	13000000	0.46708
chr1	13000000	13050000	0.45672
chr1	13050000	13100000	0.44888
chr1	13100000	13150000	0.44728
chr1	13150000	13200000	0.43086
chr1	13200000	13250000	0.38686
chr1	13250000	13300000	0.3632
chr1	13300000	13350000	0.35664
chr1	13350000	13400000	0.38616
chr1	13400000	13450000	0.47448
chr1	13450000	13500000	0.47706
chr1	13500000	13550000	0.44596
chr1	13550000	13600000	0.41306
chr1	13600000	13650000	0.441
chr1	13650000	13700000	0.44062
chr1	13700000	13750000	0.44672
chr1	13750000	13800000	0.40476
chr1	13800000	13850000	0.38282
chr1	13850000	13900000	0.38076
chr1	13900000	13950000	0.43214
chr1	13950000	14000000	0.48242
chr1	14000000	14050000	0.4714
chr1	14050000	14100000	0.47018
chr1	14100000	14150000	0.45462
chr1	14150000	14200000	0.48138
chr1	14200000	14250000	0.44968
chr1	14250000	14300000	0.46492
chr1	14300000	14350000	0.4798
chr1	14350000	14400000	0.43232
chr1	14400000	14450000	0.43902
chr1	14450000	14500000	0.4475
chr1	14500000	14550000	0.46254
chr1	14550000	14600000	0.444
chr1	14600000	14650000	0.40322
chr1	14650000	14700000	0.41118
chr1	14700000	14750000	0.41228
chr1	14750000	14800000	0.44104
chr1	14800000	14850000	0.4351
chr1	14850000	14900000	0.44278
chr1	14900000	14950000	0.4153
chr1	14950000	15000000	0.42912
chr1	15000000	15050000	0.39166
chr1	15050000	15100000	0.41674
chr1	15100000	15150000	0.4115
chr1	15150000	15200000	0.3978
chr1	15200000	15250000	0.378
chr1	15250000	15300000	0.38458
chr1	15300000	15350000	0.39804
chr1	15350000	15400000	0.40636
chr1	15400000	15450000	0.42704
chr1	15450000	15500000	0.38578
chr1	15500000	15550000	0.4024
chr1	15550000	15600000	0.41214
chr1	15600000	15650000	0.41496
chr1	15650000	15700000	0.39978
chr1	15700000	15750000	0.40638
chr1	15750000	15800000	0.4009
chr1	15800000	15850000	0.40718
chr1	15850000	15900000	0.38568
chr1	15900000	15950000	0.4047
chr1	15950000	16000000	0.39626
chr1	16000000	16050000	0.42678
chr1	16050000	16100000	0.45984
chr1	16100000	16150000	0.42478
chr1	16150000	16200000	0.43532
chr1	16200000	16250000	0.38456
chr1	16250000	16300000	0.42104
chr1	16300000	16350000	0.41266
chr1	16350000	16400000	0.4243
chr1	16400000	16450000	0.41912
chr1	16450000	16500000	0.419
chr1	16500000	16550000	0.41568
chr1	16550000	16600000	0.39708
chr1	16600000	16650000	0.42442
chr1	16650000	16700000	0.45352
chr1	16700000	16750000	0.43664
chr1	16750000	16800000	0.41828
chr1	16800000	16850000	0.41888
chr1	16850000	16900000	0.42962
chr1	16900000	16950000	0.40734
chr1	16950000	17000000	0.39556
chr1	17000000	17050000	0.41436
chr1	17050000	17100000	0.42306
chr1	17100000	17150000	0.43038
chr1	17150000	17200000	0.43126
chr1	17200000	17250000	0.41922
chr1	17250000	17300000	0.4206
chr1	17300000	17350000	0.43026
chr1	17350000	17400000	0.4072
chr1	17400000	17450000	0.42308
chr1	17450000	17500000	0.38164
chr1	17500000	17550000	0.39472
chr1	17550000	17600000	0.39096
chr1	17600000	17650000	0.41176
chr1	17650000	17700000	0.40062
chr1	17700000	17750000	0.4351
chr1	17750000	17800000	0.42464
chr1	17800000	17850000	0.4971
chr1	17850000	17900000	0.44756
chr1	17900000	17950000	0.42202
chr1	17950000	18000000	0.43634
chr1	18000000	18050000	0.4385
chr1	18050000	18100000	0.39864
chr1	18100000	18150000	0.41244
chr1	18150000	18200000	0.47648
chr1	18200000	18250000	0.45056
chr1	18250000	18300000	0.4797
chr1	18300000	18350000	0.46704
chr1	18350000	18400000	0.40032
chr1	18400000	18450000	0.43476
chr1	18450000	18500000	0.42618
chr1	18500000	18550000	0.43338
chr1	18550000	18600000	0.4066
chr1	18600000	18650000	0.42634
chr1	18650000	18700000	0.49682
chr1	18700000	18750000	0.48912
chr1	18750000	18800000	0.49088
chr1	18800000	18850000	0.4351
chr1	18850000	18900000	0.45388
chr1	18900000	18950000	0.4849
chr1	18950000	19000000	0.4605
chr1	19000000	19050000	0.43894
chr1	19050000	19100000	0.41682
chr1	19100000	19150000	0.4041
chr1	19150000	19200000	0.43882
chr1	19200000	19250000	0.4347
chr1	19250000	19300000	0.44468
chr1	19300000	19350000	0.39454
chr1	19350000	19400000	0.43748
chr1	19400000	19450000	0.43518
chr1	19450000	19500000	0.45088
chr1	19500000	19550000	0.42448
chr1	19550000	19600000	0.40424
chr1	19600000	19650000	0.4792
chr1	19650000	19700000	0.44162
chr1	19700000	19750000	0.43014
chr1	19750000	19800000	0.43362
chr1	19800000	19850000	0.44038
chr1	19850000	19900000	0.46188
chr1	19900000	19950000	0.47638
chr1	19950000	20000000	0.435
chr1	20000000	20050000	0.459
chr1	20050000	20100000	0.45422
chr1	20100000	20150000	0.44772
chr1	20150000	20200000	0.44186
chr1	20200000	20250000	0.44886
chr1	20250000	20300000	0.43794
chr1	20300000	20350000	0.4087
chr1	20350000	20400000	0.4915
chr1	20400000	20450000	0.5015
chr1	20450000	20500000	0.50148
chr1	20500000	20550000	0.49204
chr1	20550000	20600000	0.43914
chr1	20600000	20650000	0.3966
chr1	20650000	20700000	0.39596
chr1	20700000	20750000	0.39642
chr1	20750000	20800000	0.37622
chr1	20800000	20850000	0.37708
chr1	20850000	20900000	0.37728
chr1	20900000	20950000	0.38534
chr1	20950000	21000000	0.38106
chr1	21000000	21050000	0.3786
chr1	21050000	21100000	0.35854
chr1	21100000	21150000	0.39364
chr1	21150000	21200000	0.38522
chr1	21200000	21250000	0.3746
chr1	21250000	21300000	0.3715
chr1	21300000	21350000	0.3755
chr1	21350000	21400000	0.37486
chr1	21400000	21450000	0.36574
chr1	21450000	21500000	0.38316
chr1	21500000	21550000	0.37476
chr1	21550000	21600000	0.3754
chr1	21600000	21650000	0.37112
chr1	21650000	21700000	0.373
chr1	21700000	21750000	0.36038
chr1	21750000	21800000	0.35814
chr1	21800000	21850000	0.38112
chr1	21850000	21900000	0.3801
chr1	21900000	21950000	0.35904
chr1	21950000	22000000	0.39644
chr1	22000000	22050000	0.3727
chr1	22050000	22100000	0.36776
chr1	22100000	22150000	0.40246
chr1	22150000	22200000	0.41756
chr1	22200000	22250000	0.41784
chr1	22250000	22300000	0.4304
chr1	22300000	22350000	0.43298
chr1	22350000	22400000	0.42148
chr1	22400000	22450000	0.41244
chr1	22450000	22500000	0.41314
chr1	22500000	22550000	0.4234
chr1	22550000	22600000	0.42
chr1	22600000	22650000	0.40204
chr1	22650000	22700000	0.3917
chr1	22700000	22750000	0.41302
chr1	22750000	22800000	0.40798
chr1	22800000	22850000	0.41588
chr1	22850000	22900000	0.43046
chr1	22900000	22950000	0.43342
chr1	22950000	23000000	0.42246
chr1	23000000	23050000	0.45102
chr1	23050000	23100000	0.4475
chr1	23100000	23150000	0.4279
chr1	23150000	23200000	0.41288
chr1	23200000	23250000	0.42692
chr1	23250000	23300000	0.41936
chr1	23300000	23350000	0.41968
chr1	23350000	23400000	0.42536
chr1	23400000	23450000	0.3942
chr1	23450000	23500000	0.40458
chr1	23500000	23550000	0.44222
chr1	23550000	23600000	0.45096
chr1	23600000	23650000	0.4351
chr1	23650000	23700000	0.4037
chr1	23700000	23750000	0.4447
chr1	23750000	23800000	0.45446
chr1	23800000	23850000	0.45964
chr1	23850000	23900000	0.4055
chr1	23900000	23950000	0.40088
chr1	23950000	24000000	0.39756
chr1	24000000	24050000	0.39906
chr1	24050000	24100000	0.39652
chr1	24100000	24150000	0.3851
chr1	24150000	24200000	0.37058
chr1	24200000	24250000	0.3732
chr1	24250000	24300000	0.37908
chr1	24300000	24350000	0.3741
chr1	24350000	24400000	0.4381
chr1	24400000	24450000	0.41398
chr1	24450000	24500000	0.4194
chr1	24500000	24550000	0.40092
chr1	24550000	24600000	0.40656
chr1	24600000	24650000	0.45248
chr1	24650000	24700000	0.42714
chr1	24700000	24750000	0.42802
chr1	24750000	24800000	0.40852
chr1	24800000	24850000	0.37966
chr1	24850000	24900000	0.37748
chr1	24900000	24950000	0.37668
chr1	24950000	25000000	0.4398
chr1	25000000	25050000	0.46918
chr1	25050000	25100000	0.43814
chr1	25100000	25150000	0.44222
chr1	25150000	25200000	0.4554
chr1	25200000	25250000	0.46662
chr1	25250000	25300000	0.43142
chr1	25300000	25350000	0.42328
chr1	25350000	25400000	0.42866
chr1	25400000	25450000	0.40986
chr1	25450000	25500000	0.376
chr1	25500000	25550000	0.36768
chr1	25550000	25600000	0.34084
chr1	25600000	25650000	0.45182
chr1	25650000	25700000	0.43078
chr1	25700000	25750000	0.40022
chr1	25750000	25800000	0.433
chr1	25800000	25850000	0.42208
chr1	25850000	25900000	0.4146
chr1	25900000	25950000	0.42754
chr1	25950000	26000000	0.42942
chr1	26000000	26050000	0.40372
chr1	26050000	26100000	0.37802
chr1	26100000	26150000	0.39024
chr1	26150000	26200000	0.3983
chr1	26200000	26250000	0.40374
chr1	26250000	26300000	0.42098
chr1	26300000	26350000	0.38506
chr1	26350000	26400000	0.38016
chr1	26400000	26450000	0.38956
chr1	26450000	26500000	0.38438
chr1	26500000	26550000	0.4056
chr1	26550000	26600000	0.41092
chr1	26600000	26650000	0.42856
chr1	26650000	26700000	0.39908
chr1	26700000	26750000	0.3763
chr1	26750000	26800000	0.36126
chr1	26800000	26850000	0.34636
chr1	26850000	26900000	0.36486
chr1	26900000	26950000	0.37798
chr1	26950000	27000000	0.37436
chr1	27000000	27050000	0.37922
chr1	27050000	27100000	0.38556
chr1	27100000	27150000	0.40224
chr1	27150000	27200000	0.4024
chr1	27200000	27250000	0.39902
chr1	27250000	27300000	0.39092
chr1	27300000	27350000	0.37524
chr1	27350000	27400000	0.39116
chr1	27400000	27450000	0.3877
chr1	27450000	27500000	0.33648
chr1	27500000	27550000	0.33212
chr1	27550000	27600000	0.36348
chr1	27600000	27650000	0.37546
chr1	27650000	27700000	0.38618
chr1	27700000	27750000	0.3886
chr1	27750000	27800000	0.37028
chr1	27800000	27850000	0.38086
chr1	27850000	27900000	0.38796
chr1	27900000	27950000	0.36296
chr1	27950000	28000000	0.3751
chr1	28000000	28050000	0.36738
chr1	28050000	28100000	0.38678
chr1	28100000	28150000	0.3829
chr1	28150000	28200000	0.40938
chr1	28200000	28250000	0.3842
chr1	28250000	28300000	0.37372
chr1	28300000	28350000	0.39052
chr1	28350000	28400000	0.37124
chr1	28400000	28450000	0.3575
chr1	28450000	28500000	0.37278
chr1	28500000	28550000	0.38292
chr1	28550000	28600000	0.3794
chr1	28600000	28650000	0.38216
chr1	28650000	28700000	0.3834
chr1	28700000	28750000	0.39648
chr1	28750000	28800000	0.40174
chr1	28800000	28850000	0.42172
chr1	28850000	28900000	0.4016
chr1	28900000	28950000	0.42204
chr1	28950000	29000000	0.4171
chr1	29000000	29050000	0.39948
chr1	29050000	29100000	0.38094
chr1	29100000	29150000	0.41764
chr1	29150000	29200000	0.4371
chr1	29200000	29250000	0.38062
chr1	29250000	29300000	0.41938
chr1	29300000	29350000	0.41832
chr1	29350000	29400000	0.37228
chr1	29400000	29450000	0.38042
chr1	29450000	29500000	0.37984
chr1	29500000	29550000	0.37448
chr1	29550000	29600000	0.38104
chr1	29600000	29650000	0.36942
chr1	29650000	29700000	0.37144
chr1	29700000	29750000	0.36976
chr1	29750000	29800000	0.36642
chr1	29800000	29850000	0.36374
chr1	29850000	29900000	0.35818
chr1	29900000	29950000	0.4092
chr1	29950000	30000000	0.40396
chr1	30000000	30050000	0.3772
chr1	30050000	30100000	0.35624
chr1	30100000	30150000	0.39656
chr1	30150000	30200000	0.40606
chr1	30200000	30250000	0.384
chr1	30250000	30300000	0.387
chr1	30300000	30350000	0.38038
chr1	30350000	30400000	0.38396
chr1	30400000	30450000	0.37892
chr1	30450000	30500000	0.37598
chr1	30500000	30550000	0.37736
chr1	30550000	30600000	0.37996
chr1	30600000	30650000	0.41138
chr1	30650000	30700000	0.3837
chr1	30700000	30750000	0.38724
chr1	30750000	30800000	0.38192
chr1	30800000	30850000	0.39206
chr1	30850000	30900000	0.42076
chr1	30900000	30950000	0.40516
chr1	30950000	31000000	0.40554
chr1	31000000	31050000	0.39162
chr1	31050000	31100000	0.39868
chr1	31100000	31150000	0.38832
chr1	31150000	31200000	0.39738
chr1	31200000	31250000	0.38404
chr1	31250000	31300000	0.39308
chr1	31300000	31350000	0.40984
chr1	31350000	31400000	0.41322
chr1	31400000	31450000	0.41694
chr1	31450000	31500000	0.37936
chr1	31500000	31550000	0.41452
chr1	31550000	31600000	0.40778
chr1	31600000	31650000	0.40204
chr1	31650000	31700000	0.39586
chr1	31700000	31750000	0.3679
chr1	31750000	31800000	0.35498
chr1	31800000	31850000	0.3597
chr1	31850000	31900000	0.3585
chr1	31900000	31950000	0.34736
chr1	31950000	32000000	0.36472
chr1	32000000	32050000	0.36438
chr1	32050000	32100000	0.37182
chr1	32100000	32150000	0.37294
chr1	32150000	32200000	0.3792
chr1	32200000	32250000	0.4029
chr1	32250000	32300000	0.39118
chr1	32300000	32350000	0.3991
chr1	32350000	32400000	0.40826
chr1	32400000	32450000	0.38846
chr1	32450000	32500000	0.40876
chr1	32500000	32550000	0.4233
chr1	32550000	32600000	0.43786
chr1	32600000	32650000	0.45616
chr1	32650000	32700000	0.42614
chr1	32700000	32750000	0.38876
chr1	32750000	32800000	0.42858
chr1	32800000	32850000	0.43814
chr1	32850000	32900000	0.43856
chr1	32900000	32950000	0.44352
chr1	32950000	33000000	0.42114
chr1	33000000	33050000	0.42958
chr1	33050000	33100000	0.4277
chr1	33100000	33150000	0.45766
chr1	33150000	33200000	0.44216
chr1	33200000	33250000	0.43926
chr1	33250000	33300000	0.41
chr1	33300000	33350000	0.46926
chr1	33350000	33400000	0.42184
chr1	33400000	33450000	0.36386
chr1	33450000	33500000	0.34882
chr1	33500000	33550000	0.36008
chr1	33550000	33600000	0.35646
chr1	33600000	33650000	0.3599
chr1	33650000	33700000	0.39838
chr1	33700000	33750000	0.37218
chr1	33750000	33800000	0.38894
chr1	33800000	33850000	0.37516
chr1	33850000	33900000	0.3959
chr1	33900000	33950000	0.38836
chr1	33950000	34000000	0.42598
chr1	34000000	34050000	0.3923
chr1	34050000	34100000	0.3708
chr1	34100000	34150000	0.39734
chr1	34150000	34200000	0.37402
chr1	34200000	34250000	0.40128
chr1	34250000	34300000	0.40674
chr1	34300000	34350000	0.44014
chr1	34350000	34400000	0.41618
chr1	34400000	34450000	0.42202
chr1	34450000	34500000	0.42438
chr1	34500000	34550000	0.4024
chr1	34550000	34600000	0.40386
chr1	34600000	34650000	0.41226
chr1	34650000	34700000	0.40996
chr1	34700000	34750000	0.4223
chr1	34750000	34800000	0.4272
chr1	34800000	34850000	0.40706
chr1	34850000	34900000	0.3967
chr1	34900000	34950000	0.38538
chr1	34950000	35000000	0.3725
chr1	35000000	35050000	0.401
chr1	35050000	35100000	0.39072
chr1	35100000	35150000	0.39124
chr1	35150000	35200000	0.38666
chr1	35200000	35250000	0.44554
chr1	35250000	35300000	0.41736
chr1	35300000	35350000	0.41438
chr1	35350000	35400000	0.43372
chr1	35400000	35450000	0.42266
chr1	35450000	35500000	0.42298
chr1	35500000	35550000	0.41564
chr1	35550000	35600000	0.37
chr1	35600000	35650000	0.35646
chr1	35650000	35700000	0.38896
chr1	35700000	35750000	0.37368
chr1	35750000	35800000	0.36014
chr1	35800000	35850000	0.36312
chr1	35850000	35900000	0.36242
chr1	35900000	35950000	0.47414
chr1	35950000	36000000	0.47328
chr1	36000000	36050000	0.43734
chr1	36050000	36100000	0.42626
chr1	36100000	36150000	0.39608
chr1	36150000	36200000	0.39208
chr1	36200000	36250000	0.37094
chr1	36250000	36300000	0.34808
chr1	36300000	36350000	0.355
chr1	36350000	36400000	0.46812
chr1	36400000	36450000	0.44588
chr1	36450000	36500000	0.44732
chr1	36500000	36550000	0.43398
chr1	36550000	36600000	0.39662
chr1	36600000	36650000	0.41224
chr1	36650000	36700000	0.43352
chr1	36700000	36750000	0.39964
chr1	36750000	36800000	0.40544
chr1	36800000	36850000	0.39784
chr1	36850000	36900000	0.41054
chr1	36900000	36950000	0.38274
chr1	36950000	37000000	0.42952
chr1	37000000	37050000	0.3702
chr1	37050000	37100000	0.36698
chr1	37100000	37150000	0.39954
chr1	37150000	37200000	0.45766
chr1	37200000	37250000	0.4841
chr1	37250000	37300000	0.39638
chr1	37300000	37350000	0.3918
chr1	37350000	37400000	0.39144
chr1	37400000	37450000	0.36302
chr1	37450000	37500000	0.35904
chr1	37500000	37550000	0.41706
chr1	37550000	37600000	0.49168
chr1	37600000	37650000	0.5164
chr1	37650000	37700000	0.48834
chr1	37700000	37750000	0.37384
chr1	37750000	37800000	0.36304
chr1	37800000	37850000	0.36362
chr1	37850000	37900000	0.38088
chr1	37900000	37950000	0.427
chr1	37950000	38000000	0.43698
chr1	38000000	38050000	0.41068
chr1	38050000	38100000	0.3801
chr1	38100000	38150000	0.37268
chr1	38150000	38200000	0.35556
chr1	38200000	38250000	0.3707
chr1	38250000	38300000	0.3625
chr1	38300000	38350000	0.50758
chr1	38350000	38400000	0.4868
chr1	38400000	38450000	0.41306
chr1	38450000	38500000	0.44674
chr1	38500000	38550000	0.49906
chr1	38550000	38600000	0.46338
chr1	38600000	38650000	0.47598
chr1	38650000	38700000	0.43298
chr1	38700000	38750000	0.42662
chr1	38750000	38800000	0.4354
chr1	38800000	38850000	0.45934
chr1	38850000	38900000	0.42834
chr1	38900000	38950000	0.44982
chr1	38950000	39000000	0.41856
chr1	39000000	39050000	0.42838
chr1	39050000	39100000	0.42444
chr1	39100000	39150000	0.42328
chr1	39150000	39200000	0.4599
chr1	39200000	39250000	0.43262
chr1	39250000	39300000	0.37054
chr1	39300000	39350000	0.40542
chr1	39350000	39400000	0.3901
chr1	39400000	39450000	0.3923
chr1	39450000	39500000	0.41704
chr1	39500000	39550000	0.4398
chr1	39550000	39600000	0.43136
chr1	39600000	39650000	0.40138
chr1	39650000	39700000	0.4172
chr1	39700000	39750000	0.4316
chr1	39750000	39800000	0.44278
chr1	39800000	39850000	0.44146
chr1	39850000	39900000	0.42842
chr1	39900000	39950000	0.4145
chr1	39950000	40000000	0.39244
chr1	40000000	40050000	0.40548
chr1	40050000	40100000	0.45724
chr1	40100000	40150000	0.45384
chr1	40150000	40200000	0.41882
chr1	40200000	40250000	0.4052
chr1	40250000	40300000	0.41582
chr1	40300000	40350000	0.39254
chr1	40350000	40400000	0.3796
chr1	40400000	40450000	0.41094
chr1	40450000	40500000	0.40682
chr1	40500000	40550000	0.39136
chr1	40550000	40600000	0.41094
chr1	40600000	40650000	0.42064
chr1	40650000	40700000	0.43426
chr1	40700000	40750000	0.45996
chr1	40750000	40800000	0.45166
chr1	40800000	40850000	0.42662
chr1	40850000	40900000	0.42232
chr1	40900000	40950000	0.40364
chr1	40950000	41000000	0.37276
chr1	41000000	41050000	0.39862
chr1	41050000	41100000	0.45476
chr1	41100000	41150000	0.38668
chr1	41150000	41200000	0.41118
chr1	41200000	41250000	0.38992
